dataset,classifier,hyperparameters,test_mcc,test_mcc_stdev,test_accuracy,test_accuracy_stdev,test_recall,test_recall_stdev,test_specificity,test_specificity_stdev,test_gm,test_gm_stdev,test_uar,test_uar_stdev,test_bm,test_bm_stdev
9458,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 50}",0.60216,0.094152,0.811063,0.044575,0.831942,0.054004,0.774972,0.082386,0.80129,0.049606,0.803457,0.048199,0.606914,0.096397
22510,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 125}",0.600719,0.09293,0.810336,0.043644,0.831117,0.053013,0.774342,0.084766,0.800445,0.049446,0.802729,0.04789,0.605458,0.095779
22306,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.602554,0.095824,0.812065,0.044749,0.838003,0.053507,0.767205,0.087702,0.799937,0.051271,0.802604,0.049425,0.605207,0.098851
16367,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 75}",0.60879,0.093207,0.813928,0.044033,0.83267,0.053348,0.781432,0.083683,0.804928,0.049516,0.807051,0.048014,0.614102,0.096028
9248,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 175}",0.607701,0.091433,0.814231,0.042941,0.838218,0.052907,0.772777,0.08455,0.803019,0.048969,0.805498,0.047202,0.610995,0.094403
3901,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 125}",0.6121,0.094026,0.814745,0.044648,0.829627,0.05473,0.789012,0.082799,0.807385,0.049334,0.80932,0.048187,0.618639,0.096374
12909,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}",0.614245,0.091582,0.815233,0.043932,0.826728,0.054583,0.795331,0.077145,0.809407,0.047396,0.811029,0.046527,0.622059,0.093053
3324,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 175}",0.616151,0.0905,0.816149,0.043204,0.827839,0.053895,0.795969,0.080203,0.810145,0.047389,0.811904,0.046451,0.623808,0.092902
17703,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150}",0.614859,0.095127,0.817145,0.044637,0.837532,0.053074,0.781906,0.086328,0.807455,0.050862,0.809719,0.04916,0.619438,0.098319
22707,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 100}",0.591833,0.093984,0.80725,0.043772,0.83527,0.053064,0.758725,0.086679,0.794191,0.050208,0.796997,0.048395,0.593995,0.096791
12899,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 100}",0.604018,0.093382,0.811549,0.044266,0.83022,0.054098,0.779246,0.082751,0.802636,0.049284,0.804733,0.04793,0.609466,0.095859
19626,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 175}",0.606021,0.094495,0.812275,0.044829,0.829577,0.054362,0.782345,0.082825,0.803952,0.04967,0.805961,0.048471,0.611921,0.096942
