dataset,classifier,hyperparameters,test_mcc,test_mcc_stdev,test_accuracy,test_accuracy_stdev,test_recall,test_recall_stdev,test_specificity,test_specificity_stdev,test_gm,test_gm_stdev,test_uar,test_uar_stdev,test_bm,test_bm_stdev
24153,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.625514,0.08565,0.812288,0.043563,0.787331,0.058441,0.855458,0.068669,0.819371,0.043968,0.821395,0.043804,0.64279,0.087608
24154,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.62528,0.085363,0.812143,0.043429,0.787148,0.058557,0.855374,0.068873,0.819214,0.043835,0.821261,0.043665,0.642522,0.087329
24155,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.62528,0.085363,0.812143,0.043429,0.787148,0.058557,0.855374,0.068873,0.819214,0.043835,0.821261,0.043665,0.642522,0.087329
24156,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.625776,0.08555,0.812419,0.043554,0.787469,0.058527,0.85558,0.068444,0.819503,0.043913,0.821525,0.043736,0.643049,0.087473
24157,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.625776,0.08555,0.812419,0.043554,0.787469,0.058527,0.85558,0.068444,0.819503,0.043913,0.821525,0.043736,0.643049,0.087473
24158,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.625824,0.085594,0.812406,0.043591,0.787332,0.058633,0.855775,0.068535,0.819519,0.043953,0.821554,0.043765,0.643108,0.087529
24159,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 350}",0.625824,0.085594,0.812406,0.043591,0.787332,0.058633,0.855775,0.068535,0.819519,0.043953,0.821554,0.043765,0.643108,0.087529
2454,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 50}",0.598101,0.092934,0.804349,0.045245,0.802443,0.056779,0.807628,0.078697,0.803492,0.048039,0.805035,0.047651,0.610071,0.095302
2455,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 50}",0.598101,0.092934,0.804349,0.045245,0.802443,0.056779,0.807628,0.078697,0.803492,0.048039,0.805035,0.047651,0.610071,0.095302
2646,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 50}",0.598043,0.092621,0.804351,0.04503,0.802605,0.056557,0.807355,0.079137,0.803419,0.047942,0.80498,0.047556,0.609961,0.095113
2647,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 50}",0.598043,0.092621,0.804351,0.04503,0.802605,0.056557,0.807355,0.079137,0.803419,0.047942,0.80498,0.047556,0.609961,0.095113
22980,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 250}",0.600714,0.091778,0.810828,0.043322,0.835075,0.054259,0.768875,0.08306,0.799515,0.048353,0.801975,0.046988,0.60395,0.093976
22981,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 250}",0.600714,0.091778,0.810828,0.043322,0.835075,0.054259,0.768875,0.08306,0.799515,0.048353,0.801975,0.046988,0.60395,0.093976
18870,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 350}",0.614939,0.091616,0.816201,0.043778,0.831598,0.054743,0.789652,0.079985,0.80875,0.047726,0.810625,0.046788,0.621251,0.093575
18871,adaboost,"{'classifier__learning_rate': 1, 'classifier__n_estimators': 350}",0.614939,0.091616,0.816201,0.043778,0.831598,0.054743,0.789652,0.079985,0.80875,0.047726,0.810625,0.046788,0.621251,0.093575
12082,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 300}",0.626182,0.085861,0.814068,0.043512,0.794572,0.058323,0.847795,0.068533,0.819442,0.043916,0.821184,0.043757,0.642367,0.087514
12083,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 300}",0.626182,0.085861,0.814068,0.043512,0.794572,0.058323,0.847795,0.068533,0.819442,0.043916,0.821184,0.043757,0.642367,0.087514
12086,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 300}",0.625979,0.085628,0.813967,0.043386,0.794482,0.058244,0.847678,0.068463,0.819338,0.043789,0.82108,0.04363,0.64216,0.087259
12087,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 300}",0.626006,0.085614,0.813982,0.043382,0.794504,0.058258,0.847678,0.068463,0.819349,0.043783,0.821091,0.043623,0.642183,0.087245
12274,adaboost,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 300}",0.626228,0.085948,0.814083,0.043542,0.794548,0.058313,0.847874,0.06862,0.819468,0.043958,0.821211,0.043807,0.642421,0.087613
