name,mean_test_accuracy_mean,mean_test_accuracy_std,mean_test_recall_mean,mean_test_recall_std,mean_test_specificity_mean,mean_test_specificity_std,mean_test_mcc_mean,mean_test_mcc_std,mean_test_gm_mean,mean_test_gm_std,mean_test_uar_mean,mean_test_uar_std,mean_test_bm_mean,mean_test_bm_std
21297,0.707772,0.0,0.613569,0.0,0.832439,0.0,0.449949,0.0,0.712264,0.0,0.723004,0.0,0.446008,0.0
21298,0.640308,0.008956214490508858,0.42133,0.01830840877848207,0.9310065,0.003492400392280377,0.3938755,0.011506748650248675,0.6247484999999999,0.01214455896687899,0.676168,0.007407650639710222,0.352336,0.014816715492982897
21299,0.70673,0.0,0.609899,0.0,0.834939,0.0,0.449,0.0,0.711357,0.0,0.722419,0.0,0.444838,0.0
21300,0.6413549999999999,0.010436896090313438,0.42314799999999997,0.02092753229599707,0.9310065,0.003492400392280377,0.395262,0.013815452290822766,0.6258349999999999,0.01418739045772687,0.6770769999999999,0.008717212398467762,0.35415450000000004,0.01743513190371669
21301,0.709877,0.0,0.613569,0.0,0.837317,0.0,0.455478,0.0,0.714241,0.0,0.725443,0.0,0.450886,0.0
21302,0.6397820000000001,0.009700090824317064,0.420404,0.019617970537239567,0.9310065,0.003492400392280377,0.39308350000000003,0.012626805791648148,0.623997,0.013207340459002315,0.675705,0.008062431519088952,0.35141049999999996,0.016125570144959227
21303,0.707772,0.0,0.609899,0.0,0.837317,0.0,0.45205,0.0,0.712138,0.0,0.723608,0.0,0.447216,0.0
21304,0.6260695000000001,0.0037370593385709708,0.3889055,0.009166225204521218,0.940976,0.003449266878628013,0.378432,0.002900552016427214,0.6035095,0.006057783794425147,0.6649405,0.0028588327163372247,0.3298815,0.005716958325893243
21305,0.695118,0.0,0.595152,0.0,0.827622,0.0,0.427459,0.0,0.699834,0.0,0.711387,0.0,0.422773,0.0
21306,0.6244905000000001,0.004482349885941513,0.38523549999999995,0.009166225204521218,0.9421955,0.0017246334393139675,0.37706249999999997,0.005178142958629104,0.6011115,0.006588113880315077,0.663715,0.003720795882603605,0.327431,0.00744159176520725
21307,0.694076,0.0,0.593266,0.0,0.827622,0.0,0.425986,0.0,0.69835,0.0,0.710444,0.0,0.420888,0.0
21308,0.625543,0.004481642779160385,0.38797950000000003,0.010475786963278678,0.940976,0.003449266878628013,0.37765800000000005,0.003995153313703985,0.6027065,0.007193397285010739,0.664478,0.003512906488934827,0.3289555,0.0070265200846507045
21309,0.695118,0.0,0.595152,0.0,0.827622,0.0,0.427459,0.0,0.699834,0.0,0.711387,0.0,0.422773,0.0
21310,0.6244905000000001,0.004482349885941513,0.38523549999999995,0.009166225204521218,0.9421955,0.0017246334393139675,0.37706249999999997,0.005178142958629104,0.6011115,0.006588113880315077,0.663715,0.003720795882603605,0.327431,0.00744159176520725
21311,0.693024,0.0,0.591448,0.0,0.827622,0.0,0.424255,0.0,0.697339,0.0,0.709535,0.0,0.41907,0.0
21344,0.6112375,0.011188550598714686,0.3392085,0.02226042857853373,0.972927,0.003449266878627935,0.3805355,0.01379353198060598,0.571569,0.018161330567995314,0.656068,0.009405934403343402,0.3121355,0.018811161699905717
